Period,Minutes,Seconds,playerId,playerName,typeId,outcome,x,y,xGOT,xG,Game,Date,Team,Type,Opposition,Season,Competition,Player
Second Half,68,29,336oxxdqii2zx4ilzujwjlujt,F. Basadien,15,1,41.7,86.2,0.0535669848322868,0.0108761806041002,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,Stellenbosch FC,Saved,AmaZulu FC,2024/25,Premier Soccer League,Fawaaz Basadien
Second Half,69,40,bue4tj3mb5js3ltp6jjjwhm38,A. Sithole,13,1,68.3,34.5,0.0,0.0153536293655633,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,AmaZulu FC,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Andiswa Sithole
Second Half,72,3,315d3i044rg1y9r4ctewu0e8k,E. Ighodaro,13,1,91.0,48.8,0.0,0.0726652815937995,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,AmaZulu FC,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Etiosa Ighodaro
Second Half,73,45,315d3i044rg1y9r4ctewu0e8k,E. Ighodaro,15,1,74.0,54.4,0.0,0.0181694012135267,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,AmaZulu FC,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Etiosa Ighodaro
Second Half,76,4,315d3i044rg1y9r4ctewu0e8k,E. Ighodaro,15,1,95.2,59.1,0.5762012600898743,0.1047630384564399,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,AmaZulu FC,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Etiosa Ighodaro
Second Half,77,0,7jhr4h2awks4odlskdqjilcve,I. Jabaar,15,1,88.1,44.6,0.175573319196701,0.1835072487592697,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,Stellenbosch FC,Saved,AmaZulu FC,2024/25,Premier Soccer League,Ibraheem Jabaar
Second Half,77,40,315d3i044rg1y9r4ctewu0e8k,E. Ighodaro,15,1,95.3,50.4,0.1659739762544632,0.2770367860794067,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,AmaZulu FC,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Etiosa Ighodaro
Second Half,78,13,7z37yks2g3tnffk2b5p9s80k5,K. Mngonyama,13,1,93.3,47.6,0.0,0.1286372244358062,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,AmaZulu FC,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Kwandakwensizwa Mngonyama
Second Half,79,39,7jhr4h2awks4odlskdqjilcve,I. Jabaar,16,1,98.8,49.3,0.9952552914619446,0.9971978664398192,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,Stellenbosch FC,Goal,AmaZulu FC,2024/25,Premier Soccer League,Ibraheem Jabaar
Second Half,81,9,315d3i044rg1y9r4ctewu0e8k,E. Ighodaro,13,1,83.9,37.8,0.0,0.0601618699729442,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,AmaZulu FC,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Etiosa Ighodaro
Second Half,83,45,civm1wmntipe7ocdzk718hses,L. Phili,15,1,90.3,66.7,0.0,0.0678717717528343,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,Stellenbosch FC,Saved,AmaZulu FC,2024/25,Premier Soccer League,Langelihle Phili
Second Half,89,27,bqdretihm0o8yjh2qz7n1d4gl,W. Jooste,15,1,81.3,36.1,0.0,0.0951936915516853,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,AmaZulu FC,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Wayde Jooste
Second Half,89,29,bqdretihm0o8yjh2qz7n1d4gl,W. Jooste,13,1,78.8,44.3,0.0,0.0665952414274215,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,AmaZulu FC,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Wayde Jooste
Second Half,91,59,2uhbfw8bnp171e44sefp7c8ru,M. Mbanjwa,13,1,94.8,49.0,0.0,0.2382362186908722,AmaZulu FC vs Stellenbosch FC - 0:5,2025-01-23,AmaZulu FC,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Mondli Mbanjwa
First Half,13,6,7jo58y1spxh3vgwyvw552z015,W. Makhubu,13,1,86.5,41.9,0.0,0.0297010578215122,Richards Bay vs Magesi FC - 0:0,2025-01-31,Magesi FC,Miss,Richards Bay,2024/25,Premier Soccer League,Wonderboy Makhubu
First Half,24,12,7jrrutxah3yaan2txplynkqju,M. Vandala,15,1,86.5,48.5,0.0635263845324516,0.0635674595832824,Richards Bay vs Magesi FC - 0:0,2025-01-31,Magesi FC,Saved,Richards Bay,2024/25,Premier Soccer League,Mcedi Vandala
First Half,26,51,8bb8rayy3bed9n64xvd4y1s0k,K. Allan,15,1,93.1,56.0,0.0,0.0724647492170333,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Saved,Magesi FC,2024/25,Premier Soccer League,Keegan Allan
First Half,26,54,6hxpggunpvx9l5kewatsqpixg,T. Mohlamme,15,1,86.1,46.8,0.0,0.0561461150646209,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Saved,Magesi FC,2024/25,Premier Soccer League,Thato Mohlamme
First Half,30,5,7dshm2j0w2rs49t8gqhtyr1g4,L. Mhlongo,15,1,75.9,43.4,0.0,0.0222508963197469,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Saved,Magesi FC,2024/25,Premier Soccer League,Langelihle Mhlongo
First Half,30,9,5l4zhmhetzyufc44zxz3c88pg,T. Gumede,15,1,86.7,44.6,0.0,0.1118077859282493,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Saved,Magesi FC,2024/25,Premier Soccer League,Thulani Gumede
First Half,33,31,6hxpggunpvx9l5kewatsqpixg,T. Mohlamme,13,1,84.6,61.1,0.0,0.0778899192810058,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Miss,Magesi FC,2024/25,Premier Soccer League,Thato Mohlamme
First Half,34,18,3c0o4sez7o23dpwko061mnrpw,L. Mabuya,13,1,78.0,32.2,0.0,0.0220714323222637,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Miss,Magesi FC,2024/25,Premier Soccer League,Lwandile Mabuya
First Half,43,25,6hxpggunpvx9l5kewatsqpixg,T. Mohlamme,13,1,95.2,32.1,0.0,0.0194667354226112,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Miss,Magesi FC,2024/25,Premier Soccer League,Thato Mohlamme
First Half,46,21,6hxpggunpvx9l5kewatsqpixg,T. Mohlamme,15,1,86.8,52.6,0.0,0.0231061559170484,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Saved,Magesi FC,2024/25,Premier Soccer League,Thato Mohlamme
Second Half,59,53,lvnkwb0fgykxqfdp3u2hw9re,M. Mthembu,13,1,75.4,45.9,0.0,0.0275375694036483,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Miss,Magesi FC,2024/25,Premier Soccer League,Moses Mthembu
Second Half,62,3,c6c6db8696m6h3vh7jkv512xg,T. Kakora,15,1,69.5,52.3,0.0,0.0240392964333295,Richards Bay vs Magesi FC - 0:0,2025-01-31,Magesi FC,Saved,Richards Bay,2024/25,Premier Soccer League,Tshepo Kakora
Second Half,64,57,lvnkwb0fgykxqfdp3u2hw9re,M. Mthembu,15,1,57.4,50.1,0.0,0.020496230572462,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Saved,Magesi FC,2024/25,Premier Soccer League,Moses Mthembu
Second Half,68,31,lvnkwb0fgykxqfdp3u2hw9re,M. Mthembu,13,1,86.2,39.1,0.0,0.0739823654294014,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Miss,Magesi FC,2024/25,Premier Soccer League,Moses Mthembu
Second Half,71,42,575jmd9fguiho8ekxuyi2h2sq,J. Figuareido,15,1,89.7,33.0,0.1349023431539535,0.0614565312862396,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Saved,Magesi FC,2024/25,Premier Soccer League,Justice Figuareido
Second Half,76,31,3c0o4sez7o23dpwko061mnrpw,L. Mabuya,13,1,83.7,29.9,0.0,0.0484961159527301,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Miss,Magesi FC,2024/25,Premier Soccer League,Lwandile Mabuya
Second Half,86,26,575jmd9fguiho8ekxuyi2h2sq,J. Figuareido,13,1,57.0,3.3,0.0,0.0079484516754746,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Miss,Magesi FC,2024/25,Premier Soccer League,Justice Figuareido
Second Half,88,40,3c0o4sez7o23dpwko061mnrpw,L. Mabuya,15,1,75.0,50.5,0.0,0.0204770397394895,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Saved,Magesi FC,2024/25,Premier Soccer League,Lwandile Mabuya
Second Half,90,33,cl8q3z98lk2rmk01xoos30ijt,S. Ntsundwana,15,1,93.9,39.7,0.4342853128910064,0.169931948184967,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Saved,Magesi FC,2024/25,Premier Soccer League,Somila Ntsundwana
Second Half,91,50,3ezddqp1eoc8bysmo2191i044,Y. Mbuthuma,15,1,79.1,64.2,0.0,0.0355297438800334,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Saved,Magesi FC,2024/25,Premier Soccer League,Yamela Mbuthuma
Second Half,92,4,lvnkwb0fgykxqfdp3u2hw9re,M. Mthembu,13,1,89.1,32.0,0.0,0.0557724460959434,Richards Bay vs Magesi FC - 0:0,2025-01-31,Richards Bay,Miss,Magesi FC,2024/25,Premier Soccer League,Moses Mthembu
First Half,1,15,5yvarv6mv7hixv3yejln1prtg,A. Boyeli,13,1,89.2,44.2,0.0,0.0322921462357044,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Sekhukhune United,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Andy Boyeli
First Half,5,48,2szda1seiub202sg1u14pfcic,C. Butsaka,16,1,90.1,61.5,0.6444006562232971,0.3188003003597259,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Goal,Sekhukhune United,2024/25,Premier Soccer League,Chumani Butsaka
First Half,13,43,6lgpyjp0nxd35di8lgcrq5v1m,T. Khiba,15,1,89.5,45.4,0.3093571066856384,0.3733812570571899,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Thato Khiba
First Half,20,33,23505o64jmuuiedlh2acyq3h0,E. Kazie Godswill,13,1,90.6,65.2,0.0,0.0173812825232744,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Miss,Sekhukhune United,2024/25,Premier Soccer League,Enyinnaya Godswill
First Half,21,59,1h7svgxlzbp2cy45wavujmlex,S. Mbule,16,1,72.8,50.3,0.1986076682806015,0.0189110822975635,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Sekhukhune United,Goal,Stellenbosch FC,2024/25,Premier Soccer League,Sipho Mbule
First Half,25,29,2szda1seiub202sg1u14pfcic,C. Butsaka,15,1,83.1,40.3,0.0,0.1142633259296417,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Chumani Butsaka
First Half,26,31,2b492rvyxmmh7uph5pecetfmy,T. Moloisane,13,1,70.6,54.6,0.0,0.0083421859890222,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Miss,Sekhukhune United,2024/25,Premier Soccer League,Thabo Moloisane
First Half,29,20,336oxxdqii2zx4ilzujwjlujt,F. Basadien,13,1,80.9,61.8,0.0,0.1212728917598724,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Miss,Sekhukhune United,2024/25,Premier Soccer League,Fawaaz Basadien
First Half,31,42,civm1wmntipe7ocdzk718hses,L. Phili,15,1,78.0,64.6,0.0,0.0260386317968368,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Langelihle Phili
First Half,31,49,civm1wmntipe7ocdzk718hses,L. Phili,15,1,77.1,66.3,0.0757903009653091,0.01453463640064,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Langelihle Phili
First Half,36,24,7m8dt8qv31kjogwqn7au3h9n8,D. Titus,15,1,84.9,34.6,0.0,0.0553181506693363,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Devin Titus
First Half,43,49,zhi0x6muc1kkd28cvoxlqtih,K. Makgalwa,15,1,79.4,35.4,0.0,0.070160262286663,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Sekhukhune United,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Keletso Makgalwa
First Half,43,54,7tw7d1ybdulsfjqei4pbt58bu,K. Mkhabela,13,1,72.1,48.7,0.0,0.0168301928788423,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Sekhukhune United,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Katlego Mkhabela
Second Half,45,57,6lgpyjp0nxd35di8lgcrq5v1m,T. Khiba,15,1,94.8,55.6,0.425433337688446,0.1537760645151138,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Thato Khiba
Second Half,45,59,2jpwrsypy5q7c6wh0g8q8roid,A. de Jong,15,1,95.1,50.1,0.0,0.7467881441116333,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Andre de Jong
Second Half,46,54,7m8dt8qv31kjogwqn7au3h9n8,D. Titus,15,1,91.0,35.8,0.1349460333585739,0.025484574958682,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Devin Titus
Second Half,52,13,cticjwbywaji7ga75bxothces,T. Yamba,15,1,66.7,55.6,0.1539912521839141,0.0118219908326864,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Sekhukhune United,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Trésor Yamba
Second Half,54,43,1wy6bsqqb343s1fm80z3wkf84,I. Touré,15,1,84.2,40.5,0.0,0.0508667342364788,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Olivier Touré
Second Half,56,55,7m8dt8qv31kjogwqn7au3h9n8,D. Titus,15,1,92.9,29.5,0.1071995049715042,0.0615813620388507,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Devin Titus
Second Half,64,10,1wy6bsqqb343s1fm80z3wkf84,I. Touré,13,1,68.3,43.0,0.0,0.0164321158081293,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Miss,Sekhukhune United,2024/25,Premier Soccer League,Olivier Touré
Second Half,70,45,1wy6bsqqb343s1fm80z3wkf84,I. Touré,13,1,74.6,34.6,0.0,0.0261194966733455,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Miss,Sekhukhune United,2024/25,Premier Soccer League,Olivier Touré
Second Half,71,40,2es7px6fphjkms7e9smb4f7ys,A. Ngakosso-Oko,15,1,70.0,50.7,0.0,0.0137830954045057,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Sekhukhune United,Saved,Stellenbosch FC,2024/25,Premier Soccer League,Alves Ngakosso-Oko
Second Half,72,11,1c3efgir5jhwv1bvptrs4hk9h,L. Mntambo,13,1,63.4,15.0,0.0,0.0114764869213104,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Sekhukhune United,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Linda Mntambo
Second Half,74,7,2jpwrsypy5q7c6wh0g8q8roid,A. de Jong,13,1,89.5,63.4,0.0,0.0068589523434638,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Miss,Sekhukhune United,2024/25,Premier Soccer League,Andre de Jong
Second Half,76,27,1wy6bsqqb343s1fm80z3wkf84,I. Touré,15,1,92.1,55.8,0.070874348282814,0.1392017602920532,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Olivier Touré
Second Half,78,30,7m8dt8qv31kjogwqn7au3h9n8,D. Titus,13,1,77.9,42.8,0.0,0.0122195864096283,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Miss,Sekhukhune United,2024/25,Premier Soccer League,Devin Titus
Second Half,91,9,b7b7i2onxb7fc1lxv7uiuneuh,K. Mohamme,13,1,27.4,49.9,0.0,0.0169267076998949,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Sekhukhune United,Miss,Stellenbosch FC,2024/25,Premier Soccer League,Katlego Mohamme
Second Half,91,48,9p7mp726yp7xfznysms3g6djo,A. Cupido,15,1,84.2,54.8,0.0,0.0318195670843124,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Saved,Sekhukhune United,2024/25,Premier Soccer League,Ashley Cupido
Second Half,94,41,336oxxdqii2zx4ilzujwjlujt,F. Basadien,13,1,85.6,67.3,0.0,0.047433003783226,Stellenbosch FC vs Sekhukhune United - 1:1,2025-02-01,Stellenbosch FC,Miss,Sekhukhune United,2024/25,Premier Soccer League,Fawaaz Basadien
First Half,4,40,bgus835fleaiz07n3m8icaiy2,O. Appollis,15,1,89.9,68.9,0.0,0.0279360339045524,Polokwane City vs Chippa United - 1:0,2025-02-01,Polokwane City,Saved,Chippa United,2024/25,Premier Soccer League,Oswin Appollis
First Half,5,44,1ua4mic5iq21pq5vdf58mqi8l,P. Marema,13,1,78.2,52.6,0.0,0.0496141538023948,Polokwane City vs Chippa United - 1:0,2025-02-01,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Puleng Marema
First Half,9,12,1ua4mic5iq21pq5vdf58mqi8l,P. Marema,15,1,80.2,52.3,0.0,0.056689079850912,Polokwane City vs Chippa United - 1:0,2025-02-01,Polokwane City,Saved,Chippa United,2024/25,Premier Soccer League,Puleng Marema
First Half,9,46,azaalvo22643yn6ob0d68v0us,L. Nkaki,13,1,90.6,58.3,0.0,0.028643500059843,Polokwane City vs Chippa United - 1:0,2025-02-01,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Lebohang Nkaki
First Half,11,18,5z0wixobrtfh429zonapsxe6s,S. Kwayiba,15,1,94.6,50.4,0.6680245399475098,0.3190053105354309,Polokwane City vs Chippa United - 1:0,2025-02-01,Chippa United,Saved,Polokwane City,2024/25,Premier Soccer League,Sinoxolo Kwayiba
First Half,11,33,5z0wixobrtfh429zonapsxe6s,S. Kwayiba,15,1,91.2,61.5,0.0,0.0430337451398372,Polokwane City vs Chippa United - 1:0,2025-02-01,Chippa United,Saved,Polokwane City,2024/25,Premier Soccer League,Sinoxolo Kwayiba
First Half,11,37,8m62sdi2lztf96dbsqu9bdn9w,A. Teto,13,1,82.2,52.8,0.0,0.0550139024853706,Polokwane City vs Chippa United - 1:0,2025-02-01,Chippa United,Miss,Polokwane City,2024/25,Premier Soccer League,Aphelele Teto
First Half,39,31,7hh1yeyz4t7gu2lcw17w5lene,R. Daniels,13,1,90.8,63.4,0.0,0.1885975003242492,Polokwane City vs Chippa United - 1:0,2025-02-01,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Raymond Daniels
First Half,41,3,en5ggaxj18vsa2oitfdoovnu2,N. Maphangule,16,1,93.9,49.7,0.886239230632782,0.1706762015819549,Polokwane City vs Chippa United - 1:0,2025-02-01,Polokwane City,Goal,Chippa United,2024/25,Premier Soccer League,Ndamulelo Maphangule
Second Half,51,14,5z0wixobrtfh429zonapsxe6s,S. Kwayiba,13,1,95.4,41.7,0.0,0.3273277282714844,Polokwane City vs Chippa United - 1:0,2025-02-01,Chippa United,Miss,Polokwane City,2024/25,Premier Soccer League,Sinoxolo Kwayiba
Second Half,53,6,bgus835fleaiz07n3m8icaiy2,O. Appollis,15,1,88.1,54.8,0.3154575228691101,0.2803874313831329,Polokwane City vs Chippa United - 1:0,2025-02-01,Polokwane City,Saved,Chippa United,2024/25,Premier Soccer League,Oswin Appollis
Second Half,53,7,en5ggaxj18vsa2oitfdoovnu2,N. Maphangule,13,1,79.6,53.6,0.0,0.0623195692896842,Polokwane City vs Chippa United - 1:0,2025-02-01,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Ndamulelo Maphangule
Second Half,66,40,24czl7uxmsvc8vnr89kwe6z9w,G. Philander,15,1,86.2,60.9,0.0,0.0598158612847328,Polokwane City vs Chippa United - 1:0,2025-02-01,Chippa United,Saved,Polokwane City,2024/25,Premier Soccer League,Giovanni Philander
Second Half,66,43,2ojbw91gdf3rdtjsk6n7e92w9,M. Modise,13,1,86.4,48.7,0.0,0.1180196478962898,Polokwane City vs Chippa United - 1:0,2025-02-01,Chippa United,Miss,Polokwane City,2024/25,Premier Soccer League,Gadinkame Modise
Second Half,69,23,5e3e0294ilowxuewy8utwffxm,S. Baloni,15,1,70.0,74.4,0.0,0.0126305371522903,Polokwane City vs Chippa United - 1:0,2025-02-01,Chippa United,Saved,Polokwane City,2024/25,Premier Soccer League,Siphelo Baloni
Second Half,80,1,azaalvo22643yn6ob0d68v0us,L. Nkaki,13,1,91.7,55.0,0.0,0.0435164272785186,Polokwane City vs Chippa United - 1:0,2025-02-01,Polokwane City,Miss,Chippa United,2024/25,Premier Soccer League,Lebohang Nkaki
Second Half,82,36,5z0wixobrtfh429zonapsxe6s,S. Kwayiba,13,1,78.2,66.4,0.0,0.0154579998925328,Polokwane City vs Chippa United - 1:0,2025-02-01,Chippa United,Miss,Polokwane City,2024/25,Premier Soccer League,Sinoxolo Kwayiba
Second Half,86,8,bdyzoslo2lxyiumj5z8cukwrt,S. Kammies,15,1,91.5,32.7,0.0,0.0731497034430503,Polokwane City vs Chippa United - 1:0,2025-02-01,Chippa United,Saved,Polokwane City,2024/25,Premier Soccer League,Sirgio Kammies
Second Half,87,31,bgus835fleaiz07n3m8icaiy2,O. Appollis,15,1,76.5,42.5,0.0,0.0507524795830249,Polokwane City vs Chippa United - 1:0,2025-02-01,Polokwane City,Saved,Chippa United,2024/25,Premier Soccer League,Oswin Appollis
Second Half,93,36,7iym1paiwchuhvir1c3nva1re,S. Ndlovu,15,1,90.3,60.1,0.0,0.0246441811323165,Polokwane City vs Chippa United - 1:0,2025-02-01,Chippa United,Saved,Polokwane City,2024/25,Premier Soccer League,Seun Ndlovu
First Half,14,14,enpvgsmap6gf6cw6ubp7ed1w5,M. Makhaula,15,1,74.6,69.1,0.0,0.0153913702815771,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Orlando Pirates,Saved,Kaizer Chiefs,2024/25,Premier Soccer League,Makhehlene Makhaula
First Half,24,24,2yy92k3mijydne7x62l14x5ka,T. Mbatha,13,1,71.5,66.2,0.0,0.0132493283599615,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Orlando Pirates,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Thalente Mbatha
First Half,31,24,b5kleiqtsahq1d73geti4x239,T. Mabasa,15,1,90.6,48.9,0.0,0.2410904169082641,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Orlando Pirates,Saved,Kaizer Chiefs,2024/25,Premier Soccer League,Tshegofatso Mabasa
First Half,33,12,5msfkgcn1lip71ytlhhuvhwk4,S. Mthethwa,13,1,70.6,33.1,0.0,0.0151029350236058,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Kaizer Chiefs,Miss,Orlando Pirates,2024/25,Premier Soccer League,Sibongiseni Mthethwa
First Half,37,35,b5kleiqtsahq1d73geti4x239,T. Mabasa,13,1,88.3,57.0,0.0,0.1843224465847015,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Orlando Pirates,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Tshegofatso Mabasa
Second Half,51,11,6atjccuxqe0xphu3yvq1p165m,P. Mmodi,15,1,75.9,68.9,0.034284695982933,0.0275092087686061,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Kaizer Chiefs,Saved,Orlando Pirates,2024/25,Premier Soccer League,Pule Mmodi
Second Half,51,56,cxuebbequgfs2irhulxud1drd,T. Cele,15,1,89.6,51.3,0.0,0.0570261515676975,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Kaizer Chiefs,Saved,Orlando Pirates,2024/25,Premier Soccer League,Thabo Cele
Second Half,55,30,b5kleiqtsahq1d73geti4x239,T. Mabasa,15,1,90.1,36.4,0.2673396170139313,0.3576783537864685,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Orlando Pirates,Saved,Kaizer Chiefs,2024/25,Premier Soccer League,Tshegofatso Mabasa
Second Half,56,36,2umrab24uo26mbqpl6qzg9s2y,P. Maswanganyi,13,1,97.9,63.2,0.0,0.0500305891036987,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Orlando Pirates,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Patrick Maswanganyi
Second Half,57,47,6atjccuxqe0xphu3yvq1p165m,P. Mmodi,13,1,79.9,66.0,0.0,0.036216951906681,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Kaizer Chiefs,Miss,Orlando Pirates,2024/25,Premier Soccer League,Pule Mmodi
Second Half,58,20,cvj94urofvi1bsumwo717h9n8,R. Mofokeng,15,1,85.0,64.0,0.0286128558218479,0.0330541282892227,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Orlando Pirates,Saved,Kaizer Chiefs,2024/25,Premier Soccer League,Relebohile Mofokeng
Second Half,62,34,5msfkgcn1lip71ytlhhuvhwk4,S. Mthethwa,13,1,63.2,49.7,0.0,0.0137794660404324,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Kaizer Chiefs,Miss,Orlando Pirates,2024/25,Premier Soccer League,Sibongiseni Mthethwa
Second Half,71,6,enpvgsmap6gf6cw6ubp7ed1w5,M. Makhaula,15,1,81.1,20.5,0.0725477188825607,0.0158362407237291,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Orlando Pirates,Saved,Kaizer Chiefs,2024/25,Premier Soccer League,Makhehlene Makhaula
Second Half,73,39,8rp0yjyqu4min0ikha5309vys,T. Sesane,13,1,87.5,57.0,0.0,0.012956847436726,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Orlando Pirates,Miss,Kaizer Chiefs,2024/25,Premier Soccer League,Thabiso Sesane
Second Half,75,23,1fxx6qqm05jstti6cxl6b7tn9,R. Chivaviro,13,1,88.3,29.5,0.0,0.0415872260928154,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Kaizer Chiefs,Miss,Orlando Pirates,2024/25,Premier Soccer League,Ranga Chivaviro
Second Half,79,1,1fxx6qqm05jstti6cxl6b7tn9,R. Chivaviro,15,1,87.4,73.4,0.0398872755467891,0.017982579767704,Orlando Pirates vs Kaizer Chiefs - 1:0,2025-02-01,Kaizer Chiefs,Saved,Orlando Pirates,2024/25,Premier Soccer League,Ranga Chivaviro
